rate mean_dist min_dist max_dist
0.0478969394989452 34.60359784875171 5.419643055508779 18.560805920840245
0.15615257850060096 37.87699635276511 6.7526914512653065 15.856782928277227
0.21568110344549205 39.283362286881555 6.835806489381021 15.62860830837407
0.23849496071307452 39.85620951543669 7.809445934921293 16.95501921339632
0.2724586143457125 40.46019892179535 6.824436522668897 16.331430876673807
0.2894587755735941 41.03508053506129 6.9324700871537885 15.852162922599675
0.3263935487261984 42.425187226268534 7.505764312721745 15.612801762377565
0.3789509013176269 43.817316095517114 7.538221508651603 15.851101903083446
0.40703954614468213 44.51646653012613 7.362860525750513 15.337541638608442
0.4262635602077432 44.925846116453286 7.338617181938524 15.565068958952793
0.4291966910412469 45.489695200562956 10.762475892465012 18.665863107763407
0.5148238478245691 46.46088210792019 8.53127826237138 17.240374882566165
0.5163788124276851 46.79377242660307 6.791641032068533 15.078731634184926
0.6215009351450911 49.36242976194084 9.006869039135417 17.86623204036757
0.7627304276832558 52.556847704609964 7.69412970332435 14.967922643799625
0.8920633393356757 54.14798102013837 4.981271426340918 15.569099041915202
0.900755287167975 54.30797313787504 5.141263544077589 15.388467776342551
0.9007700930150065 54.30801106656784 5.141301472770394 15.388429847649746
0.9007927157648296 54.30772982961062 5.141020235813173 15.388711084606967
0.9008087099758992 54.307867583351 5.141157989553548 15.388573330866592
